Title,Link,Date,Content
АНУ-ЫН ОЛОН УЛСЫН ХӨГЖЛИЙН АГЕНТЛАГИЙН REACH ТӨСӨЛ  ХАСБАНКТАЙ ХАМТРАН АЖИЛЛАНА,https://www.xacbank.mn/article/575,2016.07.07,"АНУ-ЫН ОЛОН УЛСЫН ХӨГЖЛИЙН АГЕНТЛАГИЙН REACH ТӨСӨЛ  ХАСБАНКТАЙ ХАМТРАН АЖИЛЛАНА7сарын 7, Пүрэв гараг– ХасБанк, АНУ-ын Олон Улсын Хөгжлийн Агентлагийн REACH төслийг хэрэгжүүлэгч Хөгжлийн Шийдэл ТББ хамтран ажиллахаар санал нэгдэж, санамж бичигт ХасБанкны Иргэдийн банк хариуцсан захирал Г.Цэвэгжав, Хөгжлийн Шийдэл ТББ-ын Гүйцэтгэх захирал Э.Бат-Орших нар гарын үсэг зурлаа.Энэхүү гарын үсэг зурах ёслолын үеэр ХасБанкны Иргэдийн банк хариуцсан захирал Г.Цэвэгжав: ""ХасБанк үүсгэн байгуулагдсан цагаасаа эхлэн жижиг, дунд бизнесийг эрхлэгчдийг илүүтэй дэмжин ажилласаар ирсэн ба энэхүү төсөлтэй хамтран ажиллах болсондоо туйлын их баяртай байна"" хэмээн онцолсон юм.REACH төсөл нь банк, санхүүгийн байгууллагаас санхүүжилт авч чаддаггүй жижиг, дунд бизнес эрхлэгчдэд зээлжилтийн чадавхийг олгохын зэрэгцээ зээлийн боломжуудад зуучлах бөгөөд төслийн үйл ажиллагаа нь 2016 оны 5 сараас 2018 оны 4 сар хүртэлх хугацаанд үргэлжлэн Улаанбаатар хот, Баян-Өлгий, Дорнод болон Дундговь аймагт хэрэгжинэ.Энэхүү хамтын ажиллагааны хүрээнд ХасБанк болон Хөгжлийн Шийдэл ТББ нь жижиг, дунд бизнес эрхлэгчдийн зээлжилтийн чадавхийг нэмэгдүүлэх, банкны санхүүжилтэд бэлдэх чиглэлээр хамтрах бөгөөд REACH төслийн зүгээс жижиг, дунд бизнес эрхлэгчдэд ХасБанкны зээлийн бүтээгдэхүүн, үйлчилгээ, санхүүжилтийн талаарх мэдээ мэдээллийг хуваалцан, чадавхижуулах сургалт, семинар, уулзалт зөвлөгөөнүүдийг хамтран зохион байгуулахын зэрэгцээ банкны зээлд тавигдах шаардлагыг хангахад нь бизнес эрхлэгчдэд дэмжлэг үзүүлж, зээл авахад нь зуучлан ажиллах юм."
Баяр наадмын өдрүүдэд ажиллах цагийн хуваарь,https://www.xacbank.mn/article/574,2016.07.06,Баяр наадмын өдрүүдэд ажиллах цагийн хуваарь
Б.ДЭЛГЭРЖАРГАЛ: ТА ХЭРЭГЦЭЭГЭЭ ТОДОРХОЙЛ БИД САНХҮҮГ ТАНЬ ШИЙДЬЕ,https://www.xacbank.mn/article/573,2016.07.05,"Б.ДЭЛГЭРЖАРГАЛ: ТА ХЭРЭГЦЭЭГЭЭ ТОДОРХОЙЛ БИД САНХҮҮГ ТАНЬ ШИЙДЬЕЭдийн засгийн хөдөлгөгч хүч нь банк, санхүүгийн салбар юм. Хүний биед зүрх тараагуур болон хураагуур судсаар дамжуулан цусыг эргэлдүүлж, бусад эд эрхтэнг тэжээн тэтгэж байдаг шиг эдийн засаг дахь мөнгөний урсгал банкаар дамжин явагдаж, мөнгөний илүүдэлтэй хэсгээс хадгаламж хэлбэрээр хуримтлагдан, дутагдалтай байгаа газарт зээл болон очиж байдаг. Мэдээж энэ процесс нь харилцагч болон банканд аль алинд нь харилцан ашигтай, үр өгөөжтэй байх хэрэгтэй.ХасБанк ч байгуулагдсан цагаасаа энэ үүргээ амжилттай биелүүлж ирсэн бөгөөд сүүлийн үед зээлийн нөхцөл таатай боллоо гэсэн мэдээллийг гаргаж эхлээд байгаа. Тиймээс зээлийн үйлчилгээний талаар тус банкны Бизнес Хөгжил Хариуцсан захирал Б.Дэлгэржаргалтай ярилцлаа.-ХасБанк зээлийн бүтээгдэхүүнийхээ нөхцөлийг сайжруулж, хугацааг уртасгалаа гэсэн мэдээлэл гарсан. Энэ талаар тодруулж ярих уу?-Тиймээ. ХасБанкны баримталдаг гол зарчим бол харилцагчид үнэ цэн авчрах, үр өгөөж өгөх бүтээгдэхүүн үйлчилгээг нийлүүлэх явдал юм. Улс орны эдийн засгийн байдал сайнгүй байгаа энэ үед иргэдийн худалдан авах чадвар буурч байна. Түүнийг дагаад бизнес эрхлэгчдийн орлого багасан, үйл ажиллагаагаа хэвийн явуулах эргэлтийн хөрөнгө, үйлдвэрлэл үйлчилгээгээ өргөтгөх санхүүгийн эх үүсвэр дутагдаж байна. Ийм үед ХасБанк бизнесийн зээлийнхээ нөхцөлийг харилцагчдынхаа хэрэгцээ, шаардлагад нийцүүлэн улам илүү таатай болголоо. Мөн урин дулаан цаг, аялал амралтын улирал эхэлж буйтай холбоотойгоор хэрэглээний зээл, тэр дундаа цалингийн болон өрхийн зээл, тээврийн хэрэгсэл худалдан авалтын зээлийн нөхцөлийг сайжрууллаа.-Нөхцөл таатай боллоо гэдэг нь?-Нөхцөл таатай болно гэдэг нь хүү буурч, хугацаа нь уртасч, зээлийн хэмжээ нэмэгдэн, барьцаа хөрөнгөд тавигдах шаардлага, зээлийн эргэн төлөлтийн нөхцөл зэрэг илүү уян хатан болж  байгаа хэрэг. Тухайлбал, цалин болон өрхийн зээлийн хугацаа 48 сар болон уртассан бол тээврийн хэрэгсэл худалдан авах зээлийн хувьд зах зээл дээрх хамгийн бага буюу 1.6% хувийн хүү, 10-20%-ийн урьдчилгаа төлбөрийг санал болгож байна. Ялангуяа 2008 оноос хойш үйлдвэрлэгдсэн, хосолсон хөдөлгүүр /hybrid/ бүхий тээврийн хэрэгслүүдэд 24-60 сарын хугацаатай зээл олгож байгаа. Мөн зуны улиралд хүмүүс орон сууцандаа засвар хийх, тохижуулах, зуслангийн болон хашаа байшин барих, худалдан авах хэрэгцээтэй байдаг шүү дээ. Үүнд зориулан бид зуслангийн болон амины орон сууц барих худалдан авах зээлийн хугацааг 15 жил болгон нэмэгдүүлж, хүүг нь буурууллаа.Харин бизнесийн зээлийн хувьд эргэлтийн хөрөнгийг санхүүжүүлэх зээлийн хугацааг 36 сар болгосон бол үйлдвэрлэлийн тоног төхөөрөмжийг сайжруулах, барилга байгууламжыг өргөтгөх зориулалттай хөрөнгө оруулалтын зээлийн хугацааг илүү урт буюу 60 сар болгосон.-Зээлийн хүү буурах нь харилцагчийн хувьд мэдээж ашигтай. Харин зээлийн хугацаа уртассанаар харилцагчид ямар давуу тал бий болох вэ?-Энэ нь харилцагчийн авч болох зээлийн дээд хэмжээнд шууд нөлөөлнө. Жишээлбэл, сард 800,000 төгрөгийн цалинтай хүн дээд тал нь 8.9 сая төгрөгийн зээл авах боломжтой байсан бол хугацаа 48 сар болсноор 10.5 сая төгрөгийн зээл авах боломжтой болж байна. Өөрөөр хэлбэл сард төлөх зээлийн эргэн төлөлтийн ачаалал буурснаар хэмжээг нэмэгдүүлэх боломжтой болж байгаа юм. Үүнээс гадна ХасБанкны зээлийн эргэн төлөлтийн хуваарь 2 янзын сонголттой болсон. Эхнийх нь үндсэн төлбөр тэнцүү буюу зээлийн нийт төлбөр буурах зарчим, 2 дахь нь тэнцүү төлөлттэй буюу сар бүрийн зээлийн нийт төлбөр тэнцүү байх зарчим юм. Хоёр дахь зарчмаар тооцоолол хийвэл түрүүний жишээнд дурдсан 800,000 төгрөгийн цалинтай хүн бүр 13 сая төгрөгийн зээл авах боломжтой болно.-Зээлийн эргэн төлөлттэй холбоотойгоор урьдчилж төлөх асуудал иргэдийн дунд их яригддаг. Зээлээ хугацаанаас нь өмнө хаавал торгууль төлнө гэдэг ч юм уу?-ХасБанкны хувьд зээлээ урьдчилж төлөх буюу хугацаанаас өмнө хаахад ямар нэг торгууль байдаггүй. Мөн эргэн төлөлтийн хуваарь сонголттой болсноор зээлээ урьдчилж төлсөн харилцагч өөрийн хэрэгцээнд тохируулах хэд хэдэн боломж нээгдэж байгаа. Жишээлбэл, үндсэн төлбөр тэнцүү төлөлттэй тохиолдолд илүү төлөлт хийсэн бол тодорхой хугацаагаар үндсэн төлбөрөөс чөлөөлөгдөх ба сар бүрийн хүүг төлөөд явах боломжтой.Харин нийт төлбөр тэнцүү төлөлттэй тохиолдолд илүү төлөлтийг дараах байдлаар хийж болдог. Нэг бол илүү төлөлтийг зээлийн үлдэгдлээс шууд хорогдуулах. Ингэснээр дараа дараагийн саруудад хүү бага бодогдох буюу эргэн төлөлтийн дүн буурна. Эсвэл илүү төлөлтийг сар бүрийн хуваарьт  төлбөрт урьдчилан төлөх. Энэ тохиолдолд харилцагч дараа сард зээлдээ ямар ч төлөлт хийхгүй байж болно. Гадагшаа урт хугацаагаар явах эсхүл их хэмжээгээр орлого орж ирсэн харилцагчдын хувьд энэ боломжууд нь ихээхэн ач холбогдолтой юм л даа.-Улирлын чанартай бизнес эрхлэгчдийн хувьд зээлийн эргэн төлөлт бас их чухал хүчин зүйл байдаг?-Тиймээ. Бизнесийн орлого нь улирлын хамааралтай иргэд, ААН-үүдэд бид зээлийн шугамыг санал болгож байна. Зээлийн шугам нь орлоготой сарууддаа болон хугацааны эцэст зээлийн төлбөрийг төлөөд бусад саруудад зөвхөн хүүгээ төлөөд явах боломжийг олгодог юм. Мөн зээлийн шугам нь ашигласан хугацаандаа л хүү төлдөг учир бодит хүүг бууруулах, улмаар зардлыг багасгах давуу талтай.Ташрамд хэлэхэд, ХасБанк сая Олон Улсын Санхүүгийн корпораци болон Нидерландын Хөгжлийн банкнаас 108.5 сая ам.долларын санхүүжилт авах гэрээнд гарын үсэг зурлаа. Энэ санхүүжилт нь бичил болон жижиг, дунд бизнес эрхлэгчдийг дэмжих, тэдэнд бага хүүтэй, урт хугацаатай зээл олгоход чиглэгдэнэ. Тэр дундаа эмэгтэй бизнес эрхлэгчид болон эмэгтэй эзэнтэй компани, ААН-үүдэд 30 орчим сая ам.доллар нь зориулагдана гэдгийг дуулгахад таатай байна.-Сайхан мэдээ байна. Иргэдийн дунд банкууд миний хүссэн зээлийг олгосонгүй. Бага зээл өглөө гэсэн гомдол яригддаг. Энэ тал дээр хариулт өгвөл?-Банк бол хадгаламж эзэмшигч, хөрөнгө оруулагчдын мөнгөөр бизнес хийдэг байгууллага. Тиймээс бид зээлийн үйл ажиллагаандаа ихээхэн болгоомжтой хандаж, эрсдэлийг хамгийн бага түвшинд байлгахыг зорих нь зүйн хэрэг юм. Зээлийн шийдвэр гаргах процесс нь өргөдөл хүлээн авах, судалгаа, шинжилгээ хийх, шийдвэр гаргах гэсэн шат дараалалтай явдаг. Тухайн зээл хүсэгчийн бизнесийн туршлага, зээлийн түүх, барьцаа хөрөнгийн үнэлгээ, санхүүгийн үр өгөөж гээд маш олон хүчин зүйл дээр тулгуулан шийдвэр гардаг. Нөгөө талаас бизнесийн ёс зүй гэж байна. ХасБанк дан ганц ашгийн хойноос хөөцөлддөггүй, харилцагчид үр өгөөжтэй байх, тэдний цаашид өсөн дэвжих боломжийг бий болгохыг зорьж ажилладаг. Ийм учраас “Харилцагчийг хамгаалах ухаалаг хөдөлгөөн” хэмээх дэлхийн даяар 4,000 гаруй санхүүгийн байгууллагыг эгнээндээ нэгтгэсэн хөдөлгөөнд манай банк өнгөрсөн оноос нэгдэж, тус хөдөлгөөний зарчмуудыг үйл ажиллагаандаа баримтлан ажиллаж байна. Ил тод, нээлттэй байх, харилцагчийг өрийн дарамтаас хамгаалах зэрэг эдгээр зарчмуудын хүрээнд зээлийн хэмжээг бодитой тогтоож өгдөг гэж ойлгож болно.-Ярилцсанд баярлалаа.-Баярлалаа.С.Баяр"
Эрхэм харилцагчдын анхааралд,https://www.xacbank.mn/article/572,2016.06.28,"Эрхэм харилцагчдын анхааралдУИХ-ын ээлжит сонгуулийн санал авах өдөр буюу 6 сарын 29-ний Лхагва гарагт ХасБанкны бүх салбар, тооцооны төв амрах тул эрхэм харилцагч, үйлчлүүлэгч та бүхэн манай мобайл болон интернэт банкны үйлчилгээ, төлбөрийн карт, бэлэн мөнгөний машин /АТМ/ зэрэг цахим сувгуудаар саадгүй үйлчлүүлээрэй.Иргэд, харилцагч та бүхнийг сонгуульдаа идэвхтэй оролцохыг уриалж байна."
ХАСБАНК ЭЛЭГНИЙ “С” ВИРУСИЙГ ЭМЧЛЭХЭД ХАМТРАН АЖИЛЛАНА,https://www.xacbank.mn/article/571,2016.06.27,"ХАСБАНК ЭЛЭГНИЙ “С” ВИРУСИЙГ ЭМЧЛЭХЭД ХАМТРАН АЖИЛЛАНАЭх дэлхий, Эрдэнэт хүмүүн, Эрүүл ашгийг эрхэмлэгч ХасБанк нийгмийн хариуцлагаа ухамсарлан хэрэгжүүлж, байгаль орчин, нийгэм, хүн амын хөгжилд хувь нэмрээ оруулсаар ирсэн билээ. Тэр дундаа эрдэнэт хүмүүний эрүүл мэндийг сахин хамгаалах чиглэлд өнөөдөр томоохон хамтын ажиллагааны эхлэл тавигдлаа.Тодруулбал, ХасБанк, Эрүүл мэнд, спортын яам элэгний “С” вирусийг илрүүлэх, эмчлэх чиглэлд хамтран ажиллахаар тохиролцож, санамж бичигт Эрүүл мэнд, спортын яамны сайд С.Ламбаа, ХасБанкны Гүйцэтгэх захирал М.Болдоо нар гарын үсэг зурлаа. Гарын үсэг зурах ёслолд элэгний “С” вирусийг тоолох итгэмжлэгдсэн лабораториуд болон “С” вирус устгах эм ханган нийлүүлэгч байгууллагууд төлөөлөл оролцлоо.Энэхүү хамтын ажиллагааны хүрээнд ХасБанк нь шаардлага хангасан нэгдсэн эмнэлэгүүдийг “С” вирус тоологч аппаратаар хангахад санхүүгийн дэмжлэг үзүүлэх төдийгүй Эрүүл мэнд, спортын яамтай хамтран элэгний “С” вирусийг эрт үед нь илрүүлэх, эмчлэх чиглэлээр нийгэмд хандсан сургалт сурталчилгааг зохион байгуулах юм.Мөн Монгол Улсын хүн амын нас баралтын голлох шалтгаануудын нэг болж буй элэгний хавдрыг үүсгэгч “С” вирусийг эмчлэх эмийг хэрэглэгчдэд хүргэх, үүнтэй холбоотой иргэдэд тулгарч буй санхүүгийн асуудлыг шийдвэрлэхэд энэхүү хамтын ажиллагаа чиглэгдэнэ. Тухайлбал, ХасБанк элэгний “С” вирусийн оношилгоо, эмчилгээ хийлгэж буй иргэдэд өөрийн шалгуур, нөхцөлийн дагуу хөнгөлөлттэй зээл олгох юм. Зээл нь 3 жилийн хугацаатай, 4 сая хүртэлх төгрөгийн хэмжээтэй, зах зээл дээрх хамгийн бага буюу сарын 1.2 хувийн хүүтэй байх юм.Зээлийн мөнгийг эмчилгээний зээлд зориулан тусгайлан гаргасан төлбөрийн картад олгох бөгөөд уг картыг одоогоор ХасБанктай хамтын ажиллагааны гэрээ байгуулсан Интермед, Гранд мед, Сонгдо эмнэлэгүүд, Хаппи Веритас, Гялс, Мед аналитик, Стандлаб, Онкоген, Итгэл, Элэгний төв лабораториуд болон Омбол, Монгол эм импекс эм ханган нийлүүлэгч байгууллагуудын карт уншигч машинд уншуулан эмчилгээ, үйлчилгээний төлбөрөө төлнө. Ингэснээр зээлдэгч нь зээлээ зөвхөн өөрийн эмчилгээнд зориулах давуу талтай юм. Хөнгөлөлттэй зээлийн үйлчилгээ 7-р сарын 4-өөс хэрэгжиж эхлэх бөгөөд цалин болон бизнесийн тогтмол орлоготой, элэгний “С” вирусийн эмчилгээ хийлгэх шаардлагатай иргэд ХасБанкны Улаанбаатар салбаруудад хүсэлт гаргасанаар зээлээ шийдүүлэх боломжтой.Түүнчлэн, ХасБанк элэгний “С” вирусийг тоолох итгэмжлэгдсэн лабораториуд болон “С” вирус устгах эм ханган нийлүүлэгч бусад байгууллагуудтай ч хамтран ажиллахад бэлэн байна.Амьдралд – ашид хамтдаа."
АВЬЯАСЛАГ УРАН БҮТЭЭЛЧИД МААНЬ ШАГНАЛАА АВЛАА,https://www.xacbank.mn/article/570,2016.06.24,"АВЬЯАСЛАГ УРАН БҮТЭЭЛЧИД МААНЬ ШАГНАЛАА АВЛААХүүхдийн баярыг тохиолдуулан ХасБанкнаас бяцхан харилцагч Ирээдүйн саятнуудынхаа дунд зохион байгуулсан “Хүүхэд бүр уран бүтээлч” баримлын шавраар урласан бүтээлийн уралдааны 3 насны ангилалд шагналт байр эзэлсэн хүүхэд багачууд маань өнөөдөр ХасБанкны төв байранд ирж шагналаа авлаа.5-р сарын 9-өөс 6-р сарын 20-ны өдрийн хооронд зохион явагдсан уг уралдаанд хөдөлмөр, сэтгэл шингэсэн 350 гаруй бүтээл ирснээс 3-6 нас, 7-9 нас, 10-14 насны ангилал тус бүрд авьяас чадвар, ур дүй, бүтээлч сэтгэлгээгээрээ үеийн нөхдөө манлайлан эхний 6 байрт шалгарсан уран бүтээлчдээ ХасБанкны ах эгч нар нь мөнгөн шагнал, Наран кидс дэлгүүрийн бүтээгдэхүүн, Тэнгис кино театрын тасалбар зэрэг олон сайхан бэлгээр урамшуулсан юм.Шагнал авсан уран бүтээлчид:3-6 нас:1-р байрт – У.Тэгшсайхан2-р байрт – Б.Ивээл3-р байрт – Ө.Ану4-р байрт – Г.Энхзаяа5-р байрт – М.Мөнх-ҮйлсТусгай байрт – Мишээл7-9 нас:1-р байрт – А.Мишээл2-р байрт – И.Даваадорж3-р байрт – Э.Гандиймаа4-р байрт - Мөнхномин5-р байрт - ҮжингооТусгай байрт – М.Мөнх-Эрдэнэ10-14 нас:1-р байрт – Ц.Халиунзаяа2-р байрт – С.Анунгуа3-р байрт – Б.Цэндцэсэм4-р байрт – Д.Бямбасүрэн5-р байрт – С.ҮүрцайхТусгай байрт – М.ЦэцэнАвьяаслаг уран бүтээлч, хүүхдүүддээ баяр хүргэхийн зэрэгцээ уралдаанд оролцсон бүх хүүхэд, багачууд, эцэг эхчүүддээ талархал илэрхийлье. Ээж аавдаа ачлалтай, эх орондоо хэрэгтэй, эрдэм ухаан төгөлдөр сайн хүн болоорой!Амьдралд – ашид хамтдаа."
“Эрдэнэс Таван Толгой” ХК-ий хувьцааг засгийн газарт худалдах хүсэлтэй иргэдийн анхааралд,https://www.xacbank.mn/article/569,2016.06.16,“Эрдэнэс Таван Толгой” ХК-ий хувьцааг засгийн газарт худалдах хүсэлтэй иргэдийн анхааралдХувьцаа худалдах хүсэлтийн маягтыг доорх холбоосоор татаж авна уу.http://xacbank.mn/uploads/users/32-admin/news/Anket.pdfӨөрт хэдэн ширхэг хувьцаа байгааг доорх холбоосоор орж шалгана уу.https://net.schcd.mn/registration/
"Зээлийн хамгийн бага хүү, хамгийн бага урьдчилгаа, хамгийн урт хугацаа",https://www.xacbank.mn/article/568,2016.06.16,"Зээлийн хамгийн бага хүү, хамгийн бага урьдчилгаа, хамгийн урт хугацаа2008 он буюу түүнээс хойш үйлдвэрлэгдсэн, хосолсон хөдөлгүүр бүхий тээврийн хэрэгслүүдийг хүүгийн хөнгөлөлттэй нөхцөлөөр, нэмэлт барьцаагүй авах боломжийг эрхэм танд олгож байна."
"ХасБанкны ""Баянмонгол"" тооцооны төв шинээр нээгдлээ",https://www.xacbank.mn/article/567,2016.06.13,"ХасБанкны ""Баянмонгол"" тооцооны төв шинээр нээгдлээХасБанкны “Баянмонгол” тооцооны төв Баянмонгол хорооллын автобусны буудлын эсрэг талд байрлах Элизабет хотхонд шинээр үүд хаалгаа нээж, харилцагч та бүхэндээ ойртлоо.Бид шинэ тооцооны төвийнхөө нээлтийг тохиолдуулан 6-р сарын 30 хүртэл Ирээдүйн саятан хадгаламждаа тодорхой дүнгээр орлого хийсэн хүүхдүүдийг гарын бэлгээр урамшуулахын зэрэгцээ хэрэглээний болон бизнесийн бүх төрлийн зээлийг таатай нөхцөлөөр олгож байна.Та бүхэн ХасБанкны салбар, тооцооны төвүүдийн байршлын дэлгэрэнгүй мэдээллийг:http://xacbank.mn/home/branchShowэнэхүү холбоосоор орж аваарай."
ХасБанк ОУСК болон Нидерландын Хөгжлийн Банкнаас 108.5 сая ам.долларын санхүүжилт авлаа,https://www.xacbank.mn/article/566,2016.06.09,"ХасБанк ОУСК болон Нидерландын Хөгжлийн Банкнаас 108.5 сая ам.долларын санхүүжилт авлааУлаанбаатар хот, 2016 оны 6-р сарын 9-ний өдөр- Дэлхийн Банкны гишүүн байгууллага болох Олон Улсын Санхүүгийн Корпораци  (ОУСК) Нидерландын Хөгжлийн Банктай (НХБ) хамтран ХасБанкинд 108.5 сая ам.долларын санхүүжилт олгох гэрээнд өнөөдөр гарын үсэг зурлаа. Санхүүжилтийг ОУСК (15 сая ам.доллар), НХБ (25 сая ам.доллар) болон олон улсад үйл ажиллагаа явуулдаг 8 санхүүгийн байгууллага, хөрөнгө оруулагчид хамтран бүрдүүлж байгаа бөгөөд өнөөдрийг хүртэл Монгол Улсын арилжааны нэг банканд олгогдсон хамгийн том синдикат санхүүжилт болж байна.Уг санхүүжилт нь бичил болон жижиг, дунд бизнес эрхлэгчдийг дэмжих, тэдэнд шаардлагатай урт хугацааны зээлийн эх үүсвэрийг нэмэгдүүлэх зорилготой бөгөөд тэр дундаа бизнес эрхлэгч эмэгтэйчүүдийг дэмжихэд 30 орчим сая ам.доллар нь зориулагдах юм.Гарын үсэг зурах ёслолын үеэр ОУСК-ийн Монгол дахь суурин төлөөлөгч Туеэн Нгуен хэлэхдээ: “Энэхүү хамтарсан санхүүжилт нь Монголын бичил болон жижиг, дунд бизнес эрхлэгч олон мянган иргэд, ялангуяа эмэгтэйчүүдэд санхүүгийн томоохон дэмжлэг болно гэдэгт итгэлтэй байна. Тус улсын эдийн засгийн тогтвортой өсөлтийг хангах чиглэлээр бид цаашид ч ХасБанктай хамтын ажиллагаагаа үргэлжлүүлэх болно” гэсэн бол ХасБанкны Ерөнхий захирал Г.Амартүвшин: “Энэхүү үйл явдал нь ОУСК, НХБ болон бусад хамтран зээлдүүлэгчид ХасБанканд итгэл хүлээлгэж байгаагийн илрэл төдийгүй зах зээлд эерэг дохио өгч буйгаараа ихээхэн ач холбогдолтой юм. Мөн энэ санхүүжилт дотоодын ААН, компаниудад дэмжлэг болох, ажил эрхлэлтийг нэмэгдүүлэх зэргээр эдийн засгийн өсөлтөд сайнаар нөлөөлнө.” хэмээн онцолсон юм.Харин Нидерландын Хөгжлийн Банкны хөрөнгө оруулалт хариуцсан захирал Линда Брөкүйзен: “Бид Монгол улс дахь стратегийн гол түнш ХасБанктай дахин нэг шинэ хамтын ажиллагааг эхлүүлж байгаадаа, тэр тусмаа тус улсын нийгэм, эдийн засгийн хөгжилд голлох нөлөөтэй бичил болон жижиг, дунд бизнес эрхлэгчдэд бага хүүтэй, урт хугацаатай зээл олгох эх үүсвэрийг нэмэгдүүлэхэд дэмжлэг үзүүлж байгаадаа баяртай байна.” гэлээ.Дэлхийн түвшний санхүүгийн үйлчилгээг Монголдоо үзүүлэх зорилготой ХасБанк нь жижиг, дунд бизнес эрхлэгчдийн санхүүгийн хэрэгцээг хангах замаар тэдний өрсөлдөх чадварыг нэмэгдүүлж, Монгол Улсын эдийн засгийн өсөлт, хөгжилд хувь нэмрээ оруулж байгаа билээ.Дашрамд дурдахад, ХасБанк хэрэглээний болон бизнесийн бүх төрлийн зээлийн нөхцөлөө харилцагчдынхаа хэрэгцээ шаардлагад нийцүүлэн илүү уян хатан, таатай болгоод байна.Амьдралд – Ашид хамтдаа.www.ifc.orgwww.fmo.nlwww.xacbank.mn"
"Зээлийн нөхцөл сайжирч, хугацаа уртаслаа",https://www.xacbank.mn/article/565,2016.06.08,"Зээлийн нөхцөл сайжирч, хугацаа уртаслааХэрэглээний зээлийн нөхцөл сайжирч, эрхэм харилцагч танд илүү таатай боллоо.Эргэлтийн болон үндсэн хөрөнгийн зээлийн нөхцөл сайжирч, эрхэм харилцагч танд илүү таатай боллоо.Боломжийг бизнесдээ..."
Эрхэм харилцагчдын анхааралд,https://www.xacbank.mn/article/564,2016.06.03,Эрхэм харилцагчдын анхааралдАмьдралд ашид хамтдаа
ХАСБАНК ЗЭЭЛИЙН ХАМГИЙН ТААТАЙ НӨХЦӨЛИЙГ САНАЛ БОЛГОЖ БАЙНА,https://www.xacbank.mn/article/563,2016.06.03,"ХАСБАНК ЗЭЭЛИЙН ХАМГИЙН ТААТАЙ НӨХЦӨЛИЙГ САНАЛ БОЛГОЖ БАЙНАХасБанк хэрэглээний болон бизнесийн бүх төрлийн зээлийн нөхцөлөө харилцагч таны хэрэгцээ, шаардлагад нийцүүлэн улам илүү таатай болголоо.Гэр ахуйн тавилга, цахилгаан бараа, авто машин худалдан авах, зуслангийн байшин барих, орон сууцандаа засвар хийх, хүүхдийнхээ сургалтын төлбөрийг төлөх, аялалаар явах гээд таны хэрэгцээ юу ч бай бага хүү, урт хугацаатай зээлийг уян хатан нөхцөлөөр аваарай.Тухайлбал, урин дулаан цаг ирж, амралт аялалын улирал эхэлж буйтай холбогдуулан:Тээврийн хэрэгсэл худалдан авах зээлийн хүү 1.6% хүртэл буурсан бол,Амины сууц, зуслангийн байшин барих, худалдан авах зээлийн хугацаа 15 жил болж, хүү нь буурлаа.Харин цалин болон өрхийн зээлийн хугацаа 48 сар болон уртасч, хүү буурснаар зээлийн хэмжээ нэмэгдэх боломжтой болж байна.ХасБанкны хэрэглээний зээлийн гол давуу тал бол сар бүр төлөх зээлийн төлбөрийг тэнцүү дүнтэй эсхүл үндсэн төлбөр тэнцүү, хүүгийн төлбөр буурах зарчмаар байхыг харилцагч та өөрөө сонгох боломж юм. Та сар бүр тэнцүү төлөлттэй эргэн төлөлтийг сонгосон тохиолдолд гадагшаа удаан хугацаагаар явах эсхүл их хэмжээний орлого орж ирсэн тохиолдолд зээлээ урьдчилан төлж, тухайн саруудад банкинд төлбөр төлөх шаардлагагүй болох эсвэл зээлийн дүнгээсээ хасуулан хүүгийн төлбөрөө бууруулах бололцоотой.Мөн та цалингаа заавал ХасБанкаар дамжуулан авдаг байх шаардлагагүй бөгөөд өөрийн хэрэгцээнд нийцүүлэн сонголтоо хийгээрэй.Хэрэв та бизнесийн үйл ажиллагаагаа өргөжүүлэн, үйлдвэрлэл, үйлчилгээнийхээ хүртээмжийг нэмэгдүүлэхээр зорьж буй бол эргэлтийн хөрөнгийн зээл, үйлдвэрийнхээ тоног төхөөрөмж, барилгыг өргөтгөх хэрэгцээтэй бол хөрөнгө оруулалтын зээл, бараа үйлчилгээний эргэлтээ нэмэгдүүлэх шаардлагатай бол зээлийн шугамыг бид санал болгож байна.Газар тариалан, аялал жуулчлал зэрэг улирлын чанартай бизнес эрхлэгчид бизнесийн онцлог, улирлын нөлөөллөөс хамааран зээлээ уян хатан нөхцөлөөр төлөх боломжтой агаад орлого өндөртэй саруудад зээлээ их хэмжээгээр төлөөд бусад саруудад зөвхөн хүүгээ төлөх давуу талыг бид олгоно.ХасБанк нь харилцагчийг хамгаалах ОУ-ын хөдөлгөөнд нэгдсэн байгууллага болохоор харилцагчдад тохирсон бүтээгдэхүүн үйлчилгээг зөв зохистой нөхцөлөөр хүргэх, хариуцлагатай үнэ тогтоох, ил тод байх зэрэг зарчмуудаг хэрэгжүүлдэг бөгөөд харилцагчаа өрийн дарамтнаас хамгаалах зарчмын хүрээнд зээлийн дээд хэмжээг харилцагчид дарамт болохгүйгээр бодитой тогтоож өгдөг билээ.Амьдралд – ашид хамтдаа."
